Partition EE988822-1E49-4F77-8CE0-9D6851307685
				member(1)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(2)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(3)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(4)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(5)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(6)::Vec3
					x 0.0
					y 1.0
					z 0.0
			Tension 0.0
			IsClosed True
			AllowRoll False
		ErrorTolerance 0.75
		Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Puddles/2C10F4D1-8161-4030-89DF-E8867A54AA28
		DrawOrderIndex 100
		TessellationTriangleSize 4.0
LakeData 83910689-B7E0-4890-9295-8DD204D4E0B1
	$::VisualVectorShapeData
		$::VectorShapeData
			$::BaseShapeData
				$::GameObjectData
					$::GameDataContainer
						$::DataContainer
					IsEventConnectionTarget 3
					IsPropertyConnectionTarget 3
					IndexInBlueprint 101
			Points::array
				member(0)::Vec3
					x 1348.1536865234375
					y 84.32720947265625
					z -1180.1396484375
				member(1)::Vec3
					x 1348.3795166015625
					y 84.32720947265625
					z -1182.2093505859375
				member(2)::Vec3
					x 1308.140380859375
					y 84.32720947265625
					z -1180.386474609375
				member(3)::Vec3
					x 1307.53564453125
					y 84.32720947265625
					z -1180.0728759765625
				member(4)::Vec3
					x 1307.5052490234375
					y 84.32720947265625
					z -1178.7315673828125
				member(5)::Vec3
					x 1347.257568359375
					y 84.32720947265625
					z -1178.8411865234375
			Normals::array
				member(0)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(1)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(2)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(3)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(4)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(5)::Vec3
					x 0.0
					y 1.0
					z 0.0
			Tension 0.0
			IsClosed True
			AllowRoll False
		ErrorTolerance 0.75
		Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Puddles/2C10F4D1-8161-4030-89DF-E8867A54AA28
		DrawOrderIndex 100
		TessellationTriangleSize 4.0
LakeData CAC596E1-3893-4EE3-AA7E-8C4800475133
	$::VisualVectorShapeData
		$::VectorShapeData
			$::BaseShapeData
				$::GameObjectData
					$::GameDataContainer
						$::DataContainer
					IsEventConnectionTarget 3
					IsPropertyConnectionTarget 3
					IndexInBlueprint 102
			Points::array
				member(0)::Vec3
					x 1312.987548828125
					y 84.01202392578125
					z -1258.1024169921875
				member(1)::Vec3
					x 1287.9849853515625
					y 84.01203155517578
					z -1256.989501953125
				member(2)::Vec3
					x 1288.68115234375
					y 84.01203155517578
					z -1255.2413330078125
				member(3)::Vec3
					x 1290.83935546875
					y 84.01203155517578
					z -1253.7392578125
				member(4)::Vec3
					x 1299.36279296875
					y 84.01203155517578
					z -1253.9976806640625
				member(5)::Vec3
					x 1307.7059326171875
					y 84.01203155517578
					z -1254.1363525390625
				member(6)::Vec3
					x 1321.19384765625
					y 84.01203155517578
					z -1255.304443359375
				member(7)::Vec3
					x 1331.1019287109375
					y 84.01203155517578
					z -1255.0968017578125
				member(8)::Vec3
					x 1334.7108154296875
					y 84.01203155517578
					z -1260.5595703125
			Normals::array
				member(0)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(1)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(2)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(3)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(4)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(5)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(6)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(7)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(8)::Vec3
					x 0.0
					y 1.0
					z 0.0
			Tension 0.0
			IsClosed True
			AllowRoll False
		ErrorTolerance 0.75
		Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Puddles/2C10F4D1-8161-4030-89DF-E8867A54AA28
		DrawOrderIndex 100
		TessellationTriangleSize 4.0
LakeData 8F8180AF-6232-4E96-8B17-2806896A318C
	$::VisualVectorShapeData
		$::VectorShapeData
			$::BaseShapeData
				$::GameObjectData
					$::GameDataContainer
						$::DataContainer
					IsEventConnectionTarget 3
					IsPropertyConnectionTarget 3
					IndexInBlueprint 103
			Points::array
				member(0)::Vec3
					x 1359.3204345703125
					y 83.548828125
					z -1146.5439453125
				member(1)::Vec3
					x 1359.8961181640625
					y 83.548828125
					z -1142.8023681640625
				member(2)::Vec3
					x 1354.3118896484375
					y 83.548828125
					z -1142.86767578125
				member(3)::Vec3
					x 1354.2855224609375
					y 83.548828125
					z -1146.390869140625
				member(4)::Vec3
					x 1357.2987060546875
					y 83.548828125
					z -1147.28564453125
			Normals::array
				member(0)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(1)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(2)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(3)::Vec3
					x 0.0
					y 1.0
					z 0.0
				member(4)::Vec3
					x 0.0
					y 1.0
					z 0.0
			Tension 0.0
			IsClosed True
			AllowRoll False
		ErrorTolerance 0.75
		Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Puddles/2C10F4D1-8161-4030-89DF-E8867A54AA28
		DrawOrderIndex 100
		TessellationTriangleSize 4.0
ReferenceObjectData 8F22FA43-6076-4B16-8604-857403129363
	$::GameObjectData
		$::GameDataContainer
			$::DataContainer
		IsEventConnectionTarget 2
		IsPropertyConnectionTarget 3
		IndexInBlueprint 86
	BlueprintTransform::LinearTransform
		right::Vec3
			x 0.999163031578064
			y 0.0
			z 0.04090084508061409
		up::Vec3
			x 0.0
			y 1.0
			z 0.0
		forward::Vec3
			x -0.04090084508061409
			y 0.0
			z 0.999163031578064
		trans::Vec3
			x 1680.179443359375
			y 77.77377319335938
			z -975.6006469726562
	Blueprint Animations/Characters/SP/SP_Valley/RadioTowerValley/RadioTowerValley_Prefab/98CA356B-EB2C-B0E1-7AB4-0E2D30359951
	ObjectVariation *nullGuid*
	StreamRealm StreamRealm_Both
	CastSunShadowEnable True
	Excluded False
ReferenceObjectData 6C744DA1-5343-43D0-A836-228C3B9E1D93
	$::GameObjectData
		$::GameDataContainer
			$::DataContainer
		IsEventConnectionTarget 2
		IsPropertyConnectionTarget 3
		IndexInBlueprint 113
	BlueprintTransform::LinearTransform
		right::Vec3
			x 0.9991632103919983
			y 0.0
			z 0.04090085253119469
		up::Vec3
			x 0.0
			y 1.0
			z 0.0
		forward::Vec3
			x -0.04090085253119469
			y 0.0
			z 0.9991632103919983
		trans::Vec3
			x 1680.179443359375
			y 77.77377319335938
			z -975.6006469726562
	Blueprint Animations/Characters/SP/SP_Valley/RadioTowerValley_static_destroyed/C42DB6EB-917B-C46B-F674-87C20664DC05
	ObjectVariation *nullGuid*
	StreamRealm StreamRealm_Both
	CastSunShadowEnable True
	Excluded False
RiverData A8D7186A-E493-4D7E-AAAF-CB6F1938F540
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 48
				Points::array
					member(0)::Vec3
						x -3844.6328125
						y 5.120192527770996
						z 3899.00390625
					member(1)::Vec3
						x -3713.590087890625
						y 11.381396293640137
						z 3684.046630859375
					member(2)::Vec3
						x -3428.76220703125
						y -2.797426223754883
						z 3253.560791015625
					member(3)::Vec3
						x -2783.420166015625
						y 15.57874870300293
						z 2419.887939453125
					member(4)::Vec3
						x -2549.923828125
						y 9.19990348815918
						z 2237.230712890625
					member(5)::Vec3
						x -2082.197265625
						y 44.11767578125
						z 1753.2227783203125
					member(6)::Vec3
						x -1654.686767578125
						y 44.11767578125
						z 1042.7021484375
					member(7)::Vec3
						x -1569.2718505859375
						y 44.4954833984375
						z 751.6451416015625
					member(8)::Vec3
						x -1552.761962890625
						y 44.117679595947266
						z 581.2918090820312
					member(9)::Vec3
						x -1232.1351318359375
						y 44.49549102783203
						z 180.7213592529297
					member(10)::Vec3
						x -1031.528564453125
						y 44.117679595947266
						z 34.76649856567383
					member(11)::Vec3
						x -823.4071044921875
						y 44.495487213134766
						z -50.54446792602539
					member(12)::Vec3
						x -673.0164794921875
						y 44.4954833984375
						z -115.18108367919922
					member(13)::Vec3
						x -488.6981506347656
						y 44.117679595947266
						z -193.14642333984375
					member(14)::Vec3
						x -319.202880859375
						y 44.117679595947266
						z -466.25439453125
					member(15)::Vec3
						x -142.36724853515625
						y 44.4954833984375
						z -530.1787719726562
					member(16)::Vec3
						x -7.673174858093262
						y 44.11767578125
						z -674.1283569335938
					member(17)::Vec3
						x 217.49241638183594
						y 44.50221633911133
						z -676.7699584960938
					member(18)::Vec3
						x 443.58154296875
						y 56.11014938354492
						z -778.78515625
					member(19)::Vec3
						x 617.5547485351562
						y 56.11090850830078
						z -693.4636840820312
					member(20)::Vec3
						x 754.6167602539062
						y 56.111480712890625
						z -728.34130859375
					member(21)::Vec3
						x 1094.308837890625
						y 56.110877990722656
						z -759.84130859375
					member(22)::Vec3
						x 1267.3447265625
						y 57.7568244934082
						z -668.2333984375
					member(23)::Vec3
						x 1516.0635986328125
						y 64.5429458618164
						z -508.26458740234375
					member(24)::Vec3
						x 1602.609619140625
						y 62.81732177734375
						z -354.8470153808594
					member(25)::Vec3
						x 1682.4376220703125
						y 61.198890686035156
						z -305.84344482421875
					member(26)::Vec3
						x 1830.281982421875
						y 59.14031982421875
						z -203.89659118652344
					member(27)::Vec3
						x 1731.34375
						y 67.01851654052734
						z 116.2216567993164
					member(28)::Vec3
						x 1943.4293212890625
						y 84.6005630493164
						z 525.3865966796875
					member(29)::Vec3
						x 1653.9708251953125
						y 72.498046875
						z 861.9295654296875
					member(30)::Vec3
						x 1540.4024658203125
						y 71.39041137695312
						z 1426.7210693359375
					member(31)::Vec3
						x 1300.037353515625
						y 80.71036529541016
						z 1453.8001708984375
					member(32)::Vec3
						x 1218.8592529296875
						y 112.78591918945312
						z 1747.32666015625
					member(33)::Vec3
						x 1832.663330078125
						y 92.26970672607422
						z 3139.4072265625
					member(34)::Vec3
						x 1647.162841796875
						y 99.82276153564453
						z 3028.43408203125
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(11)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(12)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(13)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(14)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(15)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(16)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(17)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(18)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(19)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(20)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(21)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(22)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(23)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(24)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(25)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(26)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(27)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(28)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(29)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(30)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(31)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Forest_01/4973E7A5-3ABA-AFBE-AF5F-5DC796EA33C1
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(1)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 60.0
				Right -60.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 60.0
				Right -60.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(12)::RibbonPointData
				Left 60.0
				Right -60.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(13)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(14)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(15)::RibbonPointData
				Left 20.0
				Right -20.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(16)::RibbonPointData
				Left 40.0
				Right -40.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(17)::RibbonPointData
				Left 50.0
				Right -50.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(18)::RibbonPointData
				Left 30.0
				Right -30.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(19)::RibbonPointData
				Left 15.0
				Right -15.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(20)::RibbonPointData
				Left 25.0
				Right -25.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(21)::RibbonPointData
				Left 40.0
				Right -40.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(22)::RibbonPointData
				Left 75.0
				Right -75.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(23)::RibbonPointData
				Left 40.0
				Right -40.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(24)::RibbonPointData
				Left 30.0
				Right -30.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(25)::RibbonPointData
				Left 30.0
				Right -30.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(26)::RibbonPointData
				Left 30.0
				Right -30.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(27)::RibbonPointData
				Left 30.0
				Right -30.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(28)::RibbonPointData
				Left 50.0
				Right -50.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(29)::RibbonPointData
				Left 50.0
				Right -50.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(30)::RibbonPointData
				Left 50.0
				Right -50.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(31)::RibbonPointData
				Left 50.0
				Right -50.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(32)::RibbonPointData
				Left 100.0
				Right -100.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(33)::RibbonPointData
				Left 100.0
				Right -100.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(34)::RibbonPointData
				Left 50.0
				Right -50.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
RiverData 55657292-703E-4AB3-8F1E-64A0CFA616D0
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 66
				Points::array
					member(0)::Vec3
						x 1280.15185546875
						y 67.36774444580078
						z -892.2725830078125
					member(1)::Vec3
						x 1270.3670654296875
						y 67.13432312011719
						z -865.773193359375
					member(2)::Vec3
						x 1259.2257080078125
						y 66.75250244140625
						z -837.4820556640625
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Puddles/2C10F4D1-8161-4030-89DF-E8867A54AA28
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(1)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
RiverData B625D007-4A0D-4DBD-9B8B-C2688FACA421
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 68
				Points::array
					member(0)::Vec3
						x 1340.00927734375
						y 67.77920532226562
						z -916.7470092773438
					member(1)::Vec3
						x 1336.138427734375
						y 67.04670715332031
						z -903.0797119140625
					member(2)::Vec3
						x 1331.7310791015625
						y 66.54368591308594
						z -881.6947021484375
					member(3)::Vec3
						x 1328.46142578125
						y 66.25142669677734
						z -869.564697265625
					member(4)::Vec3
						x 1326.881591796875
						y 66.05007934570312
						z -864.1000366210938
					member(5)::Vec3
						x 1323.5303955078125
						y 65.98278045654297
						z -857.6400146484375
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Puddles/2C10F4D1-8161-4030-89DF-E8867A54AA28
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(1)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
RiverData 57D48555-DA3F-47F7-BB98-828572D0F9FE
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 73
				Points::array
					member(0)::Vec3
						x 1300.82373046875
						y 82.77843475341797
						z -1092.417724609375
					member(1)::Vec3
						x 1300.664794921875
						y 82.87205505371094
						z -1104.1363525390625
					member(2)::Vec3
						x 1299.8465576171875
						y 83.17373657226562
						z -1114.04833984375
					member(3)::Vec3
						x 1295.59228515625
						y 83.06768798828125
						z -1115.438232421875
					member(4)::Vec3
						x 1289.3372802734375
						y 82.00823211669922
						z -1108.8045654296875
					member(5)::Vec3
						x 1283.044677734375
						y 81.07733154296875
						z -1101.2281494140625
					member(6)::Vec3
						x 1275.126953125
						y 80.6817626953125
						z -1095.0908203125
					member(7)::Vec3
						x 1267.6346435546875
						y 80.3802490234375
						z -1092.6591796875
					member(8)::Vec3
						x 1256.4525146484375
						y 79.31584167480469
						z -1089.9398193359375
					member(9)::Vec3
						x 1230.9034423828125
						y 76.97349548339844
						z -1090.300048828125
					member(10)::Vec3
						x 1203.9833984375
						y 76.52851104736328
						z -1094.2264404296875
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/Water_Puddles/2C10F4D1-8161-4030-89DF-E8867A54AA28
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
